Timestamp,G.Moon
,
1906-06-09 12:00,297.083
1906-07-07 12:00,305.248
1906-08-03 12:00,299.435
1906-08-31 12:00,308.695
1906-09-27 12:00,305.124
1906-10-24 12:00,302.056
1906-11-20 12:00,298.001
1906-12-18 12:00,306.645
1907-01-14 12:00,299.798
1907-02-11 12:00,307.993
1907-03-10 12:00,303.051
1907-04-06 12:00,299.664
1907-05-04 12:00,310.437
1907-05-31 12:00,306.377
1907-06-27 12:00,300.622
1907-07-25 12:00,308.941
1907-08-21 12:00,302.481
1907-09-17 12:00,297.478
1907-10-15 12:00,308.1
1907-11-11 12:00,304.946
1907-12-08 12:00,300.684
1908-01-05 12:00,309.471
1908-02-01 12:00,302.202
1908-02-29 12:00,310.518
1908-03-27 12:00,305.417
1908-04-23 12:00,301.964
1908-05-20 12:00,298.667
1908-06-17 12:00,308.826
1908-07-14 12:00,303.061
1908-08-11 12:00,311.442
1908-09-07 12:00,304.858
1908-10-04 12:00,299.842
1908-11-01 12:00,310.371
1908-11-28 12:00,307.227
1908-12-25 12:00,303.006
1909-01-22 12:00,311.783
1909-02-18 12:00,304.841
1909-03-17 12:00,298.722
1909-04-14 12:00,308.267
1909-05-11 12:00,304.876
1909-06-07 12:00,301.69
1909-07-04 12:00,297.522
1909-08-01 12:00,306.378
1909-08-28 12:00,300.231
1909-09-25 12:00,308.53
1909-10-22 12:00,303.805
1909-11-18 12:00,300.508
1909-12-15 12:00,297.426
1910-01-12 12:00,306.905
1910-02-08 12:00,301.591
1910-03-08 12:00,309.518
1910-04-04 12:00,304.126
1910-05-01 12:00,300.123
1910-05-29 12:00,309.901
1910-06-25 12:00,306.888
1910-07-22 12:00,303.226
1910-08-18 12:00,298.618
1910-09-15 12:00,306.636
1910-10-12 12:00,301.67
1910-11-08 12:00,297.771
1910-12-06 12:00,307.092
1911-01-02 12:00,304.142
1911-01-29 12:00,300.549
1911-02-26 12:00,308.85
1911-03-25 12:00,304.059
1911-04-21 12:00,299.717
1911-05-19 12:00,308.273
1911-06-15 12:00,305.175
1911-07-12 12:00,302.247
1911-08-08 12:00,298.966
1911-09-05 12:00,307.37
1911-10-02 12:00,303.068
1911-10-29 12:00,298.888
1911-11-26 12:00,307.108
1911-12-23 12:00,303.916
1912-01-19 12:00,300.934
1912-02-15 12:00,297.737
1912-03-14 12:00,306.054
1912-04-10 12:00,302.086
1912-05-07 12:00,298.103
1912-06-04 12:00,306.277
1912-07-01 12:00,302.991
1912-07-28 12:00,299.99
1912-08-25 12:00,308.843
1912-09-21 12:00,305.507
1912-10-18 12:00,301.732
1912-11-14 12:00,297.63
1912-12-12 12:00,305.576
1913-01-08 12:00,301.946
1913-02-04 12:00,298.794
1913-03-04 12:00,307.751
1913-03-31 12:00,304.537
1913-04-27 12:00,300.734
1913-05-25 12:00,308.658
1913-06-21 12:00,304.452
1913-07-18 12:00,300.617
1913-08-14 12:00,297.366
1913-09-11 12:00,306.605
1913-10-08 12:00,303.488
1913-11-04 12:00,299.62
1913-12-02 12:00,307.531
1913-12-29 12:00,302.669
1914-01-25 12:00,298.29
1914-02-22 12:00,307.466
1914-03-21 12:00,304.548
1914-04-17 12:00,301.313
1914-05-15 12:00,309.953
1914-06-11 12:00,305.1
1914-07-08 12:00,299.902
1914-08-05 12:00,308.539
1914-09-01 12:00,304.842
1914-09-28 12:00,301.83
1914-10-25 12:00,298.541
1914-11-22 12:00,307.448
1914-12-19 12:00,301.862
1915-01-16 12:00,309.667
1915-02-12 12:00,304.477
1915-03-11 12:00,300.742
1915-04-07 12:00,297.732
1915-05-05 12:00,307.718
1915-06-01 12:00,303.052
1915-06-29 12:00,311.399
1915-07-26 12:00,305.311
1915-08-22 12:00,299.972
1915-09-19 12:00,309.864
1915-10-16 12:00,306.707
1915-11-12 12:00,303.289
1915-12-09 12:00,298.166
1916-01-06 12:00,306.223
1916-02-02 12:00,299.288
1916-03-01 12:00,308.233
1916-03-28 12:00,304.225
1916-04-24 12:00,301.102
1916-05-21 12:00,297.255
1916-06-18 12:00,306.637
1916-07-15 12:00,300.148
1916-08-12 12:00,308.485
1916-09-08 12:00,302.652
1916-10-05 12:00,298.542
1916-11-02 12:00,309.5
1916-11-29 12:00,305.963
1916-12-26 12:00,300.577
1917-01-23 12:00,308.692
1917-02-19 12:00,301.542
1917-03-19 12:00,310.592
1917-04-15 12:00,306.514
1917-05-12 12:00,303.356
1917-06-08 12:00,299.545
1917-07-06 12:00,309.042
1917-08-02 12:00,302.616
1917-08-30 12:00,310.902
1917-09-26 12:00,305.052
1917-10-23 12:00,300.998
1917-11-19 12:00,297.91
1917-12-17 12:00,308.292
1918-01-13 12:00,303.086
1918-02-10 12:00,311.222
1918-03-09 12:00,304.562
1918-04-05 12:00,299.465
1918-05-03 12:00,309.533
1918-05-30 12:00,306.441
1918-06-26 12:00,302.871
1918-07-23 12:00,298.055
1918-08-20 12:00,306.405
1918-09-16 12:00,300.436
1918-10-14 12:00,309.087
1918-11-10 12:00,305.242
1918-12-07 12:00,302.258
1919-01-03 12:00,298.748
1919-01-31 12:00,307.541
1919-02-27 12:00,301.913
1919-03-27 12:00,309.905
1919-04-23 12:00,305.297
1919-05-20 12:00,301.905
1919-06-16 12:00,298.959
1919-07-14 12:00,308.499
1919-08-10 12:00,304.379
1919-09-06 12:00,299.518
1919-10-04 12:00,307.442
1919-10-31 12:00,303.041
1919-11-27 12:00,299.684
1919-12-25 12:00,309.087
1920-01-21 12:00,305.89
1920-02-17 12:00,301.91
1920-03-15 12:00,297.446
1920-04-12 12:00,305.351
1920-05-09 12:00,301.434
1920-06-05 12:00,298.187
1920-07-03 12:00,307.282
1920-07-30 12:00,304.235
1920-08-26 12:00,300.708
1920-09-23 12:00,308.826
1920-10-20 12:00,304.558
1920-11-16 12:00,300.625
1920-12-13 12:00,297.214
1921-01-10 12:00,306.027
1921-02-06 12:00,302.984
1921-03-05 12:00,299.624
1921-04-02 12:00,307.747
1921-04-29 12:00,303.751
1921-05-26 12:00,299.859
1921-06-23 12:00,308.231
1921-07-20 12:00,305.097
1921-08-16 12:00,302.132
1921-09-12 12:00,299.005
1921-10-10 12:00,307.331
1921-11-06 12:00,303.351
1921-12-03 12:00,299.149
1921-12-31 12:00,307.292
1922-01-27 12:00,303.884
1922-02-23 12:00,300.899
1922-03-22 12:00,297.847
1922-04-19 12:00,306.328
1922-05-16 12:00,302.183
1922-06-12 12:00,297.691
1922-07-10 12:00,305.996
1922-08-06 12:00,302.422
1922-09-02 12:00,299.387
1922-09-30 12:00,308.648
1922-10-27 12:00,305.192
1922-11-23 12:00,300.751
1922-12-21 12:00,308.534
1923-01-17 12:00,303.731
1923-02-13 12:00,299.838
1923-03-13 12:00,309.408
1923-04-09 12:00,306.443
1923-05-06 12:00,302.676
1923-06-02 12:00,297.718
1923-06-30 12:00,305.79
1923-07-27 12:00,300.731
1923-08-24 12:00,309.867
1923-09-20 12:00,306.586
1923-10-17 12:00,303.568
1923-11-13 12:00,299.628
1923-12-11 12:00,308.006
1924-01-07 12:00,301.836
1924-02-04 12:00,310.032
1924-03-02 12:00,305.575
1924-03-29 12:00,302.372
1924-04-25 12:00,299.146
1924-05-23 12:00,308.714
1924-06-19 12:00,303.206
1924-07-17 12:00,311.411
1924-08-13 12:00,305.49
1924-09-09 12:00,300.853
1924-10-06 12:00,297.503
1924-11-03 12:00,308.183
1924-11-30 12:00,303.958
1924-12-27 12:00,297.699
1925-01-24 12:00,305.537
1925-02-20 12:00,299.176
1925-03-20 12:00,308.981
1925-04-16 12:00,305.627
1925-05-13 12:00,302.299
1925-06-09 12:00,297.6
1925-07-07 12:00,306.412
1925-08-03 12:00,299.574
1925-08-31 12:00,308.24
1925-09-27 12:00,303.3
1925-10-24 12:00,299.881
1925-11-21 12:00,310.808
1925-12-18 12:00,306.403
1926-01-14 12:00,299.931
1926-02-11 12:00,307.807
1926-03-10 12:00,301.425
1926-04-07 12:00,311.267
1926-05-04 12:00,307.878
1926-05-31 12:00,304.56
1926-06-27 12:00,299.993
1926-07-25 12:00,308.846
1926-08-21 12:00,302.155
1926-09-18 12:00,310.671
1926-10-15 12:00,305.8
1926-11-11 12:00,302.461
1926-12-08 12:00,299.213
1927-01-05 12:00,308.865
1927-02-01 12:00,302.809
1927-03-01 12:00,310.716
1927-03-28 12:00,304.843
1927-04-24 12:00,300.72
1927-05-21 12:00,297.632
1927-06-18 12:00,307.89
1927-07-15 12:00,303.743
1927-08-11 12:00,298.398
1927-09-08 12:00,306.47
1927-10-05 12:00,301.051
1927-11-02 12:00,310.17
1927-11-29 12:00,306.96
1927-12-26 12:00,303.872
1928-01-22 12:00,299.749
1928-02-19 12:00,307.976
1928-03-17 12:00,302.459
1928-04-13 12:00,297.816
1928-05-11 12:00,306.861
1928-06-07 12:00,303.826
1928-07-04 12:00,300.772
1928-08-01 12:00,309.906
1928-08-28 12:00,305.393
1928-09-24 12:00,300.516
1928-10-22 12:00,308.547
1928-11-18 12:00,304.747
1928-12-15 12:00,301.725
1929-01-11 12:00,298.7
1929-02-08 12:00,307.454
1929-03-07 12:00,303.219
1929-04-03 12:00,298.839
1929-05-01 12:00,306.884
1929-05-28 12:00,303.343
1929-06-24 12:00,300.298
1929-07-21 12:00,297.337
1929-08-18 12:00,306.117
1929-09-14 12:00,302.368
1929-10-11 12:00,298.299
1929-11-08 12:00,306.166
1929-12-05 12:00,302.488
1930-01-01 12:00,299.265
1930-01-29 12:00,308.125
1930-02-25 12:00,304.971
1930-03-24 12:00,301.441
1930-04-20 12:00,297.535
1930-05-18 12:00,305.437
1930-06-14 12:00,301.672
1930-07-11 12:00,298.315
1930-08-08 12:00,307.227
1930-09-04 12:00,304.233
1930-10-01 12:00,300.918
1930-10-29 12:00,309.038
1930-11-25 12:00,304.864
1930-12-22 12:00,300.651
1931-01-19 12:00,309.081
1931-02-15 12:00,305.916
1931-03-14 12:00,302.986
1931-04-10 12:00,299.662
1931-05-08 12:00,307.911
1931-06-04 12:00,303.47
1931-07-01 12:00,298.976
1931-07-29 12:00,307.62
1931-08-25 12:00,304.333
1931-09-21 12:00,301.397
1931-10-18 12:00,298.085
1931-11-15 12:00,306.564
1931-12-12 12:00,301.555
1932-01-09 12:00,309.433
1932-02-05 12:00,304.98
1932-03-03 12:00,301.602
1932-03-30 12:00,298.659
1932-04-27 12:00,308.079
1932-05-24 12:00,303.637
1932-06-20 12:00,298.162
1932-07-18 12:00,306.426
1932-08-14 12:00,301.752
1932-09-10 12:00,298.188
1932-10-08 12:00,308.38
1932-11-04 12:00,305.004
1932-12-01 12:00,300.135
1932-12-29 12:00,308.086
1933-01-25 12:00,301.821
1933-02-22 12:00,310.712
1933-03-21 12:00,307.005
1933-04-17 12:00,303.964
1933-05-14 12:00,300.142
1933-06-11 12:00,309.212
1933-07-08 12:00,303.03
1933-08-05 12:00,311.361
1933-09-01 12:00,305.967
1933-09-28 12:00,302.072
1933-10-25 12:00,298.948
1933-11-22 12:00,309.302
1933-12-19 12:00,303.955
1934-01-16 12:00,311.976
1934-02-12 12:00,305.005
1934-03-11 12:00,299.642
1934-04-08 12:00,310.161
1934-05-05 12:00,307.023
1934-06-01 12:00,303.091
1934-06-28 12:00,297.466
1934-07-26 12:00,305.882
1934-08-22 12:00,299.187
1934-09-19 12:00,308.426
1934-10-16 12:00,304.398
1934-11-12 12:00,301.259
1934-12-09 12:00,297.234
1935-01-06 12:00,306.213
1935-02-02 12:00,299.101
1935-03-02 12:00,307.246
1935-03-29 12:00,301.965
1935-04-25 12:00,298.422
1935-05-23 12:00,309.281
1935-06-19 12:00,305.438
1935-07-16 12:00,300.069
1935-08-13 12:00,308.439
1935-09-09 12:00,301.969
1935-10-07 12:00,310.967
1935-11-03 12:00,307.047
1935-11-30 12:00,303.991
1935-12-27 12:00,300.139
